0	58	15	51	36	61	59	20	54	2	71	46	65	55	66	6	50	95	4	74	49	26	35	9	92	62	40	4	57	74	10	3	39	89	50	29	35	18	22	70	63	80	55	83	86	41	30	95	34	24	54	80	4	23	24	60	58	19	29	92	8	11	5	32	16	12	9	33	27	61	10	7	30	97	70	34	15	22	60	65	61	77	39	2	83	36	65	81	83	74	42	24	32	69	12	60	62	10	69	66
0	0	14	96	44	85	75	7	86	51	51	53	93	55	64	4	87	35	2	12	24	0	41	70	26	4	41	99	35	38	10	38	82	16	39	94	79	42	55	96	59	55	30	19	79	58	30	59	6	68	33	48	39	92	44	89	58	28	63	49	2	31	44	50	24	4	54	48	71	54	13	41	27	45	68	35	60	70	16	60	12	91	84	70	77	34	71	74	18	52	53	76	18	70	75	52	95	72	94	64
0	0	0	96	59	3	82	60	37	92	98	64	26	5	49	8	58	32	53	83	50	35	9	90	33	1	19	62	16	19	53	58	54	61	22	11	7	78	19	55	63	76	99	45	55	82	47	87	39	55	74	44	39	12	89	37	9	98	47	66	41	41	13	30	49	30	73	71	10	4	72	32	95	59	6	45	21	42	70	65	4	34	16	20	26	68	76	93	62	16	79	67	9	57	0	3	17	61	17	76
0	0	0	0	53	29	13	75	85	69	40	75	99	98	38	50	16	78	56	23	67	6	32	60	19	43	32	92	47	94	26	20	90	38	99	94	44	28	82	95	94	42	24	48	54	50	79	38	67	73	56	74	77	4	74	70	20	19	28	5	27	25	35	95	44	56	50	42	43	14	39	14	16	86	51	59	30	33	9	92	46	72	31	84	89	2	50	69	97	48	50	70	39	37	3	70	35	41	42	3
0	0	0	0	0	29	10	31	14	1	77	76	64	2	35	31	9	11	48	74	41	58	69	32	87	11	46	31	32	17	3	61	70	16	64	84	62	31	5	32	87	68	83	67	95	51	93	55	1	68	19	52	69	5	49	16	14	40	13	18	14	58	70	75	7	82	85	36	53	60	50	44	91	77	41	77	20	76	7	68	80	52	79	18	65	66	77	38	88	90	10	48	64	1	39	87	60	28	0	60
0	0	0	0	0	0	54	54	54	33	80	85	17	53	24	51	40	97	9	7	18	47	40	65	89	74	45	52	35	11	54	7	41	83	30	37	17	55	12	66	16	13	71	98	36	32	74	53	12	79	37	21	46	15	75	45	10	80	39	22	69	30	5	12	33	49	6	94	28	54	92	75	57	81	80	38	74	17	7	53	16	75	68	14	30	39	72	43	56	55	8	80	72	46	52	71	98	74	89	68
0	0	0	0	0	0	0	10	63	1	83	28	81	27	76	39	56	57	65	8	99	10	82	13	74	93	94	30	41	21	82	44	70	15	13	13	86	26	4	77	34	15	35	34	85	31	91	40	78	42	50	47	80	62	78	61	84	65	43	61	4	34	9	82	3	95	26	66	65	4	32	66	93	14	38	79	89	14	54	15	42	2	56	14	42	70	21	80	90	49	46	32	2	95	8	8	76	19	9	52
0	0	0	0	0	0	0	0	27	66	98	65	38	42	77	14	37	94	18	45	1	87	34	80	69	68	31	20	8	11	3	84	21	27	26	3	81	79	11	15	52	13	93	18	65	92	52	83	64	44	52	27	14	7	4	74	36	13	88	96	77	57	5	16	14	19	21	40	99	96	88	12	0	36	65	94	17	59	63	91	0	27	29	11	38	81	48	59	81	84	80	88	49	35	5	85	53	75	49	81
0	0	0	0	0	0	0	0	0	69	96	75	75	7	77	86	11	42	64	93	42	55	17	91	31	59	86	48	80	79	27	11	28	88	15	98	78	30	87	48	84	24	9	57	95	40	34	33	90	29	58	23	87	15	76	80	29	48	56	1	4	17	68	6	43	43	87	21	12	21	3	99	67	55	27	30	69	69	57	44	12	29	89	8	55	6	21	55	18	70	9	34	4	85	16	19	51	78	46	86
0	0	0	0	0	0	0	0	0	0	67	53	30	75	24	78	24	73	48	80	55	29	35	55	97	61	81	45	63	12	67	8	84	88	0	85	51	4	55	36	9	52	98	88	73	15	61	66	58	11	5	98	79	51	88	6	26	98	65	40	76	44	31	91	30	67	95	26	76	20	95	53	74	96	77	93	20	43	24	98	68	32	3	71	0	70	24	75	69	66	97	67	22	45	89	45	2	31	53	0
0	0	0	0	0	0	0	0	0	0	0	29	7	43	38	99	82	25	99	3	55	51	79	55	55	43	11	41	46	81	32	61	70	42	74	22	69	23	85	4	79	91	15	96	6	7	42	92	53	94	83	1	71	72	56	61	37	0	10	51	80	69	0	31	98	7	93	0	35	79	40	44	19	5	67	74	67	35	65	51	2	67	86	39	23	22	65	40	45	95	56	62	34	58	28	38	57	2	32	36
0	0	0	0	0	0	0	0	0	0	0	0	67	51	17	79	17	46	96	63	52	71	96	18	37	12	66	65	28	4	7	64	12	51	33	53	6	94	34	54	72	47	26	17	41	82	37	36	39	59	98	86	36	7	14	0	93	74	28	63	52	24	81	11	10	85	57	2	79	16	46	11	75	71	73	36	77	76	31	3	77	55	72	92	55	99	68	38	39	49	40	61	41	17	0	75	95	44	3	31
0	0	0	0	0	0	0	0	0	0	0	0	0	25	47	31	21	17	45	19	53	23	8	99	8	77	82	56	37	77	20	93	86	67	84	78	78	58	51	87	79	86	61	77	45	40	49	17	13	67	74	86	36	36	64	66	76	69	62	16	53	50	76	33	18	92	52	62	95	27	13	78	56	68	24	5	23	20	33	69	54	89	10	96	21	15	47	63	10	25	48	26	96	78	72	49	17	27	28	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	97	37	62	4	52	88	93	39	34	42	14	29	2	76	42	63	20	9	10	46	23	63	68	17	70	20	9	48	12	65	71	13	90	98	78	53	35	29	91	91	69	98	88	96	59	28	96	87	55	98	16	1	69	57	15	89	81	21	87	18	86	26	89	21	92	12	59	38	13	28	24	56	44	60	60	25	79	47	66	45	68	78	33	30	83
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	79	24	2	65	89	19	94	76	72	78	18	95	64	52	82	41	96	18	37	36	45	95	40	41	8	13	35	13	20	85	51	15	44	18	71	65	31	63	47	23	45	30	15	71	26	10	57	11	83	53	67	46	24	63	60	77	58	50	53	91	73	75	39	11	26	91	8	78	96	83	75	14	81	22	54	64	79	72	15	3	21	96	55	46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	72	55	12	92	1	56	40	68	30	3	79	93	30	31	26	0	46	8	93	90	81	40	6	46	42	15	96	29	12	91	12	50	54	42	13	93	2	70	44	94	72	40	43	85	4	57	27	32	16	18	5	25	57	78	1	20	85	50	39	69	57	25	59	13	33	97	69	51	21	2	51	31	85	22	54	93	13	7	67	99	45	50	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	36	49	97	88	32	48	7	0	79	11	1	25	34	72	51	72	38	96	77	46	35	13	0	71	16	28	31	5	2	88	50	25	99	96	22	67	51	80	93	5	74	79	90	39	60	10	8	62	72	69	62	43	8	80	66	17	99	40	96	79	70	76	76	37	21	62	21	15	79	23	76	34	69	52	52	98	7	36	55	87	4	99
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38	83	36	44	89	56	15	41	25	66	17	18	68	52	97	44	71	58	45	37	57	69	10	20	26	39	77	57	80	26	12	74	68	21	25	85	41	76	45	57	98	92	84	69	65	30	21	68	60	30	29	52	27	34	86	38	0	41	2	14	5	42	59	72	41	48	86	62	38	91	55	14	82	82	56	32	7	52	76	93	69
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	60	23	12	47	98	74	96	36	27	9	46	83	99	33	16	58	64	70	48	68	83	66	97	67	10	44	20	62	79	76	11	7	38	13	36	98	40	4	57	84	48	86	59	50	19	49	77	42	46	25	47	73	55	75	68	92	54	40	70	88	47	51	41	32	18	24	91	77	31	96	59	50	8	46	8	31	96	89	77	49
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	73	79	76	10	68	3	3	44	97	34	57	35	23	59	17	25	12	53	97	95	87	82	85	52	92	48	50	27	71	39	26	25	35	4	26	92	17	0	31	3	90	72	63	3	57	42	19	43	54	14	38	40	83	87	53	99	14	61	75	33	25	15	37	74	6	57	74	17	49	18	45	87	56	8	60	27	35	17	93
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	62	85	87	10	17	50	90	62	21	13	73	60	5	18	6	79	56	8	62	25	34	50	14	82	10	62	40	15	63	53	67	66	83	56	38	54	37	30	33	73	67	94	69	54	48	87	38	36	17	15	92	61	31	94	23	98	17	42	69	44	47	85	89	52	90	61	61	98	80	27	81	19	56	58	51	90	63	95
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	15	42	88	97	68	48	98	51	20	64	4	33	96	13	81	28	56	46	82	85	4	40	61	2	85	7	50	27	36	96	97	40	14	82	41	69	30	93	12	63	27	0	47	93	61	47	86	98	67	68	81	73	23	75	73	49	39	53	94	32	81	1	90	59	42	94	63	87	67	18	35	50	28	13	89	21	86
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	23	50	21	15	31	79	67	59	71	61	44	73	50	32	91	49	93	31	50	14	26	13	43	39	72	3	27	74	88	65	3	11	29	25	57	80	88	53	56	58	38	66	9	40	98	37	36	91	74	39	87	13	98	77	6	36	89	57	83	31	14	20	40	25	7	13	8	94	28	52	79	10	38	32	46	85
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	56	19	57	6	24	5	23	51	44	96	17	94	37	73	69	45	68	70	8	5	13	97	34	59	84	46	85	36	20	50	77	22	4	16	14	56	88	83	78	37	5	58	18	14	85	81	56	2	19	87	35	68	9	34	63	89	41	3	93	47	61	58	19	77	11	87	89	12	61	14	95	96	62	43	87
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	60	46	47	61	33	21	28	15	57	52	6	49	42	49	68	27	19	42	72	81	79	12	92	59	10	2	20	28	29	71	76	84	83	97	71	50	28	43	26	23	58	62	50	5	4	36	9	33	11	29	28	20	89	95	22	56	16	66	41	52	79	46	77	18	20	26	31	29	38	29	53	63	59	86
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	47	71	72	43	64	56	56	70	92	69	89	67	88	41	71	37	38	8	32	75	95	85	16	88	98	88	95	60	23	69	5	48	33	67	85	40	77	42	3	34	67	86	97	66	22	16	93	45	12	0	53	28	80	49	0	37	33	82	81	57	96	95	46	45	5	19	28	11	43	25	53	97	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	35	53	79	45	83	92	95	98	34	37	8	5	70	51	29	48	92	63	45	24	79	7	48	9	55	39	26	86	99	31	65	19	31	95	98	25	58	27	55	83	14	66	68	96	29	53	40	6	10	62	27	59	97	16	59	59	12	74	31	72	97	19	76	49	25	36	87	43	30	89	44	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	20	59	10	86	36	72	39	1	70	73	21	71	37	8	85	46	79	6	99	50	49	91	18	65	80	15	95	78	83	14	50	27	77	54	71	36	31	67	88	84	3	96	16	27	56	40	37	73	50	89	83	71	11	42	77	48	63	73	9	47	57	97	39	84	54	80	44	1	95	87	41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	13	15	75	86	65	26	57	69	11	27	5	16	30	9	81	8	93	86	14	97	14	25	24	96	56	21	8	94	44	13	53	42	64	14	51	11	51	28	75	15	42	25	60	20	44	63	51	51	54	53	5	19	46	14	87	48	37	38	79	42	25	17	74	62	48	62	38	31	19	77
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	21	55	69	81	88	21	50	83	80	82	26	34	66	38	83	53	86	7	46	89	91	94	95	30	69	17	62	54	90	56	20	47	53	14	94	82	43	28	80	8	31	21	66	86	94	98	42	17	20	96	73	95	10	28	71	86	1	15	22	82	27	63	79	75	26	27	57	73	26
