0	30	31	51	67	6	53	2	9	6	100	34	7	82	48	60	54	43	94	29	61	8	64	82	89	61	21	90	71	61	41	60	48	70	86	81	67	43	95	59	56	18	54	17	85	24	33	52	65	78	86	86	7	21	15	9	8	3	64	75	1	81	16	69	92	89	64	98	53	29	88	86	66	61	76	16	15	35	19	98	57	85	10	79	57	33	3	72	25	45	98	52	64	84	25	89	79	94	57	9	65	88	57	73	35	92	54	86	12	68	85	89	68	73	68	29	72	4	1	89	67	8	70	59	49	48	57	21	27	1	53	34	79	39	5	41	42	17	1	83	77	82	88	7	30	12	63	63	99	5	21	89	89	69	28	16	90	47	36	25	33	38	88	78	20	27	57	39	92	46	47	28	73	75	3	50	13	80	43	78	22	80	26	40	36	11	47	14	49	37	81	81	33	61	86	41	30	80	80	53	53	46	17	92	32	57	87	64	31	48	88	85	14	71	96	66	32	78	17	89	89	71	65	9	15	38	55	98	88	53	71	56	53	5	20	87	98	60	67	91	65	87	70	61	13	36	24	11	32	26	37	66	7	37	67	73	42	14	67	89	31	23	29	23	39	47	70	90	96	17	16	52	79	84	13	49	25	24	94	39	50	31	35	32	90	27	4	93	63	39	90	26	93	13	43	76	81	96	40	21	1	100	10	20	44	96	9	5	62	38	93	6	40	81	43	95	98	4	79	32	78	83	16	42	17	89	57	54	45	97	43	86	25	29	52	13	10	52	98	86	78	59	86	95	19	73	89	72	67	77	89	60	11	85	89	73	55	17	50	9	16	25	65	48	1	55	42	32	55	21	4	47	7	59	20	84	91	18	57	43	34	73	9	19	70	77	57	74	52	45	62	76	73	27	76	60	91	99	21	72	100	21	31	76	17	25	92	79	95	80	7	54	82	26	96	74	18	32	100	29	27	74	58	33	82	85	54	52	45	28	85	67	61	22	56	86	70	18	25	70	77	7	11	79	59	9	41	82	92	8	34	86	80	56	14	6	85	2	41	7	27	76	41	72	1	55	45	96	28	50	88	95	23	51	49	34	21	45	65	17	60	59	63	35	27	55	13	88	51	71	96	90	79	52	49	19	18	89	23	15	82	37	21	75	18	32	81	38	45	88	59	88	54	59	28	61	65	14	40	55	80	26	74	36	79	11	19	63	98	66	42	22	92	22	7	98	17	31	15	91	10	43	16	51	21	14	3	98	9	78	22	67	67	65	5	30	30	87	8	9	94	87	19	46	55	93	30	76	94	86	59	50	56	69	48	62	11	79	93	53	15	46	16	52	21	42	24	71	21	45	55	18	53	61	76	46	62	40	71	73
0	0	47	23	74	6	72	64	54	40	18	99	7	27	80	27	9	10	39	59	82	35	99	68	57	88	69	19	42	74	5	17	74	29	85	77	38	20	29	13	26	47	30	84	51	11	6	93	34	85	38	15	61	79	88	85	77	92	40	25	58	11	24	64	30	4	80	92	48	55	71	87	53	46	69	88	46	77	27	20	86	37	45	39	20	74	84	40	88	18	83	55	42	76	36	63	7	98	79	93	53	75	50	68	11	68	81	73	9	98	19	23	22	53	39	1	11	57	55	61	25	66	30	29	67	2	12	47	62	18	4	2	75	93	47	49	39	62	88	81	66	57	77	59	29	23	47	58	38	35	38	71	98	56	12	8	38	92	92	23	83	66	93	89	39	12	65	17	86	9	20	99	19	91	44	39	28	65	66	15	24	76	60	38	47	36	82	94	29	94	45	17	85	84	95	28	62	85	80	13	55	39	77	63	98	59	39	8	23	92	64	67	75	49	66	16	29	61	29	93	90	57	66	42	69	77	97	25	58	31	37	41	86	57	5	18	25	70	95	78	16	85	4	70	90	41	3	43	63	69	62	28	96	36	59	10	34	37	57	47	64	26	51	28	53	95	6	18	11	23	86	80	6	22	19	100	45	89	59	59	43	54	68	79	58	4	24	88	77	76	65	83	73	99	78	87	1	13	13	29	47	46	35	79	35	52	54	17	92	68	78	50	38	78	62	10	50	12	74	49	53	42	18	7	79	25	30	54	1	7	66	18	3	56	34	39	96	67	39	30	51	18	68	94	6	3	63	70	91	28	96	97	63	75	24	21	48	21	80	60	19	45	25	49	5	28	68	68	80	38	6	13	74	12	26	39	19	54	84	49	72	1	98	51	86	3	50	39	91	58	19	66	95	10	33	66	31	22	88	5	15	83	69	36	21	62	15	99	76	39	25	89	63	50	65	24	31	66	78	15	7	61	15	60	10	80	11	81	76	67	38	42	82	9	54	34	89	22	20	4	90	58	41	5	7	20	24	63	50	43	86	64	42	33	57	49	87	57	51	54	28	23	99	37	85	79	50	79	40	78	87	86	8	43	58	73	91	62	87	65	54	16	39	54	55	50	56	62	55	91	5	14	91	64	49	44	15	3	37	68	87	90	98	75	18	82	66	61	57	96	50	18	7	99	61	74	1	60	40	63	74	96	100	36	96	76	86	63	25	15	62	47	66	57	73	57	74	23	66	37	36	27	62	22	6	50	63	90	98	33	45	11	91	5	62	12	17	19	38	52	86	8	27	53	33	39	26	12	2	65	37	22	80	2	62	80	51	67	58	60	65	2	56	31	50	42	29	58	13	20	27	33	19	23	26	47	41	69	87	18
0	0	0	46	22	97	2	57	82	74	5	53	27	66	10	14	41	36	87	72	11	90	86	92	23	59	38	32	26	44	52	80	98	7	60	83	80	60	15	3	90	75	72	12	70	75	74	40	9	69	70	69	48	36	52	50	9	85	32	3	46	13	44	67	34	70	25	32	77	19	24	30	23	80	74	13	48	85	68	33	79	87	77	92	53	53	21	15	45	46	43	79	19	72	55	95	94	65	51	66	27	70	65	94	52	85	63	68	93	99	86	32	94	43	7	34	41	23	3	35	44	41	3	46	16	82	10	62	1	3	63	88	55	81	46	27	33	30	14	80	48	10	25	77	59	36	57	14	58	71	64	58	29	74	43	64	47	52	31	74	28	76	45	63	41	87	12	57	39	88	60	70	59	86	58	100	1	91	83	17	15	13	59	64	4	41	80	58	79	15	40	45	86	29	16	35	77	85	57	16	81	94	57	49	33	35	67	85	16	14	97	14	3	48	24	89	58	26	62	32	99	70	64	89	88	40	1	31	15	47	63	24	83	68	17	30	1	25	78	56	45	71	42	30	7	18	16	38	90	98	92	9	45	67	34	24	77	27	27	88	87	53	73	61	94	34	71	12	9	99	58	9	23	41	11	52	72	93	89	57	41	52	51	57	99	68	65	20	77	26	91	57	24	78	47	72	5	73	7	72	59	30	24	68	66	77	19	29	48	86	73	43	38	29	78	6	82	39	90	7	49	75	37	46	96	84	61	95	69	20	19	70	24	70	34	69	27	22	91	77	92	29	50	88	93	4	87	85	6	20	50	83	76	68	61	92	33	53	75	95	5	91	57	1	20	39	13	72	42	44	43	98	20	45	26	4	27	61	55	32	55	45	98	11	51	48	78	55	81	46	50	48	66	79	17	41	87	16	38	82	89	11	35	75	76	35	44	96	40	52	73	27	1	12	73	38	45	40	5	42	42	54	29	43	39	51	41	15	53	74	84	93	3	15	58	82	35	27	1	14	86	9	59	53	84	14	15	2	82	51	77	70	1	47	31	90	4	23	63	11	30	53	87	34	89	89	97	3	67	29	3	47	83	73	14	23	72	35	8	94	91	77	3	58	67	39	46	27	42	56	95	64	14	69	31	93	89	29	91	92	71	33	28	96	15	7	37	37	57	35	88	74	59	86	79	39	66	67	93	96	24	88	31	6	100	46	80	87	7	49	97	10	22	98	18	7	85	32	38	57	6	5	35	81	19	74	76	53	10	79	33	22	79	81	33	26	62	7	55	70	33	7	63	75	9	73	39	50	9	46	74	22	17	75	50	17	30	74	83	38	93	94	48	2	18	79	21	24	98	85	38	75	38	98	48	95	73	82	18	79
0	0	0	0	40	27	96	2	64	75	91	45	8	81	44	29	74	62	20	98	97	28	28	95	34	12	79	15	87	70	21	37	64	81	35	8	73	46	2	21	9	53	64	77	42	92	27	44	85	37	84	96	53	82	74	28	48	12	89	84	50	68	34	2	35	49	59	63	44	72	65	60	46	67	12	33	91	78	55	55	45	40	7	59	41	40	71	38	41	28	20	48	35	94	74	29	38	8	88	98	6	12	96	71	20	91	3	37	48	59	52	83	16	34	75	6	82	91	50	98	57	57	36	77	89	42	63	55	49	100	24	36	2	58	64	29	27	31	82	17	16	43	24	28	84	69	92	87	87	81	64	43	16	67	78	5	44	4	58	55	16	62	46	72	5	30	73	42	19	52	63	5	3	14	25	73	86	87	64	64	100	40	65	18	62	62	16	46	36	47	74	82	58	9	86	20	58	45	94	63	20	93	88	5	82	53	83	71	99	85	33	11	30	80	52	66	79	34	88	86	54	15	37	39	13	47	56	47	54	6	44	80	73	65	67	33	76	23	60	13	85	51	81	15	72	3	2	36	62	78	37	19	58	96	15	67	80	66	92	52	32	73	71	28	72	79	46	41	42	33	98	71	93	48	18	80	47	35	6	100	17	79	79	71	99	78	49	46	38	7	90	57	68	22	6	36	96	4	9	61	87	25	25	87	19	86	7	53	66	11	13	29	46	61	70	73	89	54	27	55	48	38	95	21	19	66	34	79	100	52	38	42	4	69	87	6	18	67	84	44	9	88	63	39	79	12	2	48	29	19	33	74	59	42	62	20	60	68	15	74	53	66	74	78	47	13	89	87	44	36	82	16	49	16	64	35	94	63	56	26	90	22	34	76	81	32	55	54	12	17	68	80	76	56	46	62	63	95	66	51	56	56	23	17	14	89	39	29	20	24	18	2	44	53	95	57	95	88	50	67	46	59	86	42	83	44	68	74	53	17	4	41	29	89	73	91	6	35	57	56	30	33	22	28	16	6	68	20	25	30	63	95	74	20	29	83	71	75	30	71	31	26	48	82	85	33	78	78	75	56	5	64	22	75	47	12	58	40	16	33	15	2	54	29	45	43	64	96	24	73	55	87	69	54	22	53	6	85	12	82	13	98	92	7	100	37	73	21	60	88	76	54	5	91	56	3	30	77	40	44	30	5	39	31	86	66	5	60	37	61	14	99	35	68	10	98	22	1	29	69	44	81	88	16	94	67	3	97	57	8	93	40	9	64	15	88	38	29	50	59	58	17	53	45	17	2	34	83	3	41	69	55	30	79	67	97	56	100	13	65	15	14	98	44	28	38	93	8	30	71	45	3	53	60	95	40	72	93	37	70
0	0	0	0	0	99	6	2	7	77	46	94	89	41	98	65	80	100	99	100	39	77	3	99	81	89	21	9	56	50	39	22	72	39	48	87	6	89	4	97	25	65	39	4	35	31	35	59	58	47	53	38	29	30	11	92	17	64	33	51	9	49	30	28	37	94	7	60	96	83	66	41	85	55	57	34	4	80	77	44	87	44	98	50	19	33	93	24	26	30	53	46	62	34	57	95	63	42	67	83	52	19	81	82	15	58	28	20	60	13	66	70	95	40	1	17	97	20	11	63	6	19	13	31	40	57	44	70	75	19	42	56	20	62	37	56	87	15	68	62	53	55	39	63	18	26	79	2	66	36	71	49	71	16	55	22	31	13	14	42	31	39	70	37	15	85	98	72	10	29	46	83	46	8	79	9	65	10	62	59	27	26	45	39	44	12	53	35	70	56	76	93	4	36	95	56	71	70	32	4	98	92	89	48	85	33	21	30	18	25	12	93	3	92	39	43	36	35	58	1	42	68	94	56	38	2	63	9	32	38	26	74	4	77	1	88	46	13	100	61	94	18	41	56	23	91	83	43	57	46	83	72	54	47	39	16	86	76	88	74	95	69	54	65	64	35	99	84	6	30	73	11	38	86	31	15	46	2	6	34	78	41	75	14	71	43	45	40	38	86	21	89	60	54	26	25	46	83	82	100	21	3	4	38	16	84	20	35	85	11	44	84	54	39	10	9	92	9	86	44	35	81	3	26	42	55	98	30	95	7	70	27	26	55	92	52	65	76	71	67	79	93	33	97	95	60	88	78	34	1	51	4	42	12	69	75	13	71	56	100	85	26	99	23	5	64	7	35	62	19	8	100	21	36	64	17	40	52	1	68	24	39	4	76	37	64	75	54	66	77	66	52	61	82	70	77	76	96	11	33	69	84	60	22	22	87	55	49	73	56	90	72	7	83	28	73	18	80	37	91	85	27	41	92	16	23	82	60	32	49	53	69	100	60	86	8	87	27	12	68	6	100	38	90	79	48	13	69	27	44	44	96	89	59	89	54	56	6	19	90	31	37	89	27	97	98	82	47	28	57	59	41	59	63	46	37	3	44	29	26	42	53	70	86	63	26	54	17	10	22	94	7	61	57	74	12	98	79	21	95	36	87	74	6	80	97	89	54	75	62	77	75	65	34	74	48	26	41	11	17	75	23	10	93	9	77	85	66	45	86	45	40	39	22	19	83	33	22	67	85	28	77	4	8	78	20	45	72	47	66	2	10	49	50	7	2	76	37	62	35	100	39	41	73	26	98	99	62	78	88	28	29	14	99	24	25	100	10	33	63	25	90	49	52	54	14	25	7	65	25	81	74	86	87	66	78	97	71	2	20
0	0	0	0	0	0	11	92	40	12	68	82	43	99	94	40	21	13	17	57	93	48	8	92	89	31	93	64	50	91	50	25	34	77	39	13	16	18	92	80	84	15	98	47	30	88	18	99	89	73	62	6	41	9	69	3	6	99	8	36	72	14	2	33	59	88	76	44	36	71	89	51	87	36	69	10	53	62	27	78	74	24	73	31	43	31	84	19	56	99	85	60	52	23	1	84	40	99	30	31	96	43	14	38	42	7	93	11	75	40	85	98	58	81	18	3	29	38	56	5	88	30	80	87	62	50	99	6	58	56	74	76	82	82	19	44	59	40	17	10	22	30	55	42	15	37	8	97	20	78	91	32	37	25	10	38	34	64	63	85	71	49	3	61	87	68	88	53	56	78	34	27	96	40	15	82	29	48	35	51	51	11	80	73	79	19	94	82	88	12	15	24	74	78	66	48	30	45	82	58	73	30	79	54	78	26	60	19	19	82	92	15	24	82	66	23	38	30	13	9	71	90	38	64	87	21	90	67	69	38	79	2	32	60	49	14	12	25	38	89	41	6	75	30	25	21	75	15	39	80	39	4	84	30	4	47	35	56	68	15	46	78	36	38	83	3	3	89	29	27	17	54	47	73	23	72	55	74	2	36	49	49	79	99	79	72	89	20	85	19	19	60	2	25	81	49	69	96	46	81	62	66	45	8	69	74	4	41	82	68	7	58	28	6	42	50	80	32	21	72	81	52	25	78	40	7	63	96	90	31	98	59	95	13	22	63	8	62	20	89	70	15	54	10	24	63	11	25	22	19	48	50	95	17	94	65	54	88	64	26	55	11	70	100	52	32	80	42	95	5	64	40	18	27	23	59	10	28	99	55	94	99	26	67	20	74	39	81	98	24	50	91	95	53	2	78	69	51	23	21	67	7	2	78	71	33	22	9	65	20	5	38	60	6	23	94	11	36	43	1	85	24	23	52	42	76	51	30	13	23	67	65	10	67	50	18	1	27	86	29	18	80	57	56	8	91	3	87	52	55	83	71	67	62	44	72	69	38	37	64	77	18	56	13	14	93	71	58	52	27	65	98	23	96	53	31	22	78	70	55	100	43	87	10	92	4	82	55	74	60	39	28	77	10	62	13	2	63	42	68	59	88	10	17	42	79	31	29	29	20	88	41	50	3	14	9	7	61	80	78	47	49	1	94	17	22	13	98	59	31	55	42	92	46	70	45	62	46	99	51	82	71	74	78	98	12	53	53	17	81	73	57	72	67	88	81	13	42	18	72	100	93	60	94	97	65	67	19	24	12	98	42	41	5	6	85	4	22	51	7	58	8	99	62	63	27	52	67	40	82	51	25	73	99	4	37	35	57	82	10
0	0	0	0	0	0	0	39	82	11	40	18	28	49	39	17	72	12	41	70	23	68	72	90	8	52	14	71	10	53	79	18	99	29	79	17	15	95	34	55	100	99	5	100	78	23	98	88	71	70	72	25	4	42	12	24	88	21	40	10	35	28	82	52	18	31	52	69	54	50	88	24	57	62	55	4	94	1	93	5	66	82	88	66	85	88	56	38	32	2	27	49	87	1	1	42	51	99	96	13	25	31	47	54	55	7	61	47	53	21	17	69	62	7	53	50	17	13	44	71	27	72	96	75	88	46	28	92	27	29	19	14	98	47	72	30	63	82	95	42	25	88	92	23	15	82	14	9	20	43	50	47	99	94	83	9	53	100	4	38	10	88	45	60	97	92	10	52	12	92	56	36	8	19	30	43	61	18	73	39	14	37	57	62	89	93	68	87	6	8	24	73	15	64	70	82	4	63	9	98	44	61	6	39	32	72	14	81	51	56	41	23	24	79	46	20	96	16	31	69	16	56	5	64	51	34	73	86	44	36	42	70	72	32	91	72	31	9	36	42	93	15	53	54	56	45	51	86	1	28	88	50	81	34	90	63	85	94	47	50	6	72	52	91	7	70	13	99	84	100	97	49	61	57	95	52	16	46	92	39	44	25	7	96	71	76	15	63	43	3	53	43	61	69	52	93	10	90	90	64	83	71	16	26	17	10	1	57	43	60	3	4	72	37	68	25	92	96	53	75	63	78	57	76	61	45	29	17	81	48	15	87	77	68	97	13	90	99	44	57	73	10	3	68	70	63	34	22	34	96	23	31	1	18	72	91	94	22	51	33	31	6	12	39	12	81	65	15	67	60	80	43	38	12	57	83	38	69	87	43	64	10	42	87	78	64	82	10	4	38	23	96	37	49	33	45	90	100	100	11	57	16	85	56	78	54	31	93	7	40	53	59	83	37	65	56	38	47	91	6	79	47	56	7	59	48	50	13	38	87	92	18	52	39	15	96	94	96	85	70	98	87	1	83	89	40	96	89	97	28	35	91	12	79	79	56	68	49	86	26	8	25	99	10	51	78	34	87	72	6	54	55	83	6	95	43	60	13	20	50	42	59	2	81	97	8	23	86	25	24	63	34	52	62	73	29	11	65	82	48	90	57	90	55	29	6	95	75	66	75	48	76	34	90	84	63	92	88	89	25	10	10	12	87	42	73	85	66	48	39	46	77	87	23	18	63	93	63	81	79	41	62	61	18	4	72	8	6	32	57	75	49	70	70	4	34	14	40	75	34	97	97	44	20	87	29	1	69	47	12	17	90	48	45	98	52	62	23	76	14	21	41	32	3	14	77	64	3	69	42	48	44	91	70	38	30	70	43	47	99
0	0	0	0	0	0	0	0	70	18	83	49	67	78	35	54	25	47	18	63	92	47	21	6	66	23	81	41	94	43	39	88	6	27	18	46	97	41	1	5	51	20	63	12	47	36	25	21	88	41	3	60	7	47	88	27	61	67	65	22	29	11	41	30	97	83	74	13	90	43	74	57	74	63	37	39	90	67	80	44	9	21	92	10	8	36	41	24	84	37	97	8	78	5	77	39	29	59	31	36	7	34	87	61	2	6	32	25	22	71	42	7	53	98	95	10	50	4	59	67	11	22	25	16	1	83	59	86	86	42	69	85	87	12	19	76	96	58	30	72	13	52	21	43	47	93	17	5	25	26	46	27	53	46	49	93	34	72	28	31	67	81	12	88	74	94	87	86	48	3	85	42	1	6	17	62	20	81	46	26	81	50	39	77	79	96	16	65	22	76	79	86	29	56	100	95	8	37	33	48	21	35	94	55	29	53	85	38	100	62	74	27	18	32	29	96	100	85	88	22	67	87	81	56	52	62	29	20	69	39	32	81	76	53	29	69	90	37	17	75	3	46	48	62	48	40	68	100	69	68	24	65	23	81	61	100	55	75	79	32	74	58	18	81	100	51	18	98	30	74	6	15	36	86	86	13	68	14	53	45	74	86	91	94	29	71	55	86	35	44	97	3	9	76	11	81	66	25	97	20	71	12	55	96	83	89	99	100	89	66	40	52	83	58	91	52	89	91	12	55	12	97	41	17	44	19	39	31	46	72	58	25	67	51	8	34	50	72	22	57	99	56	32	48	19	25	2	13	12	94	55	90	33	77	49	21	70	69	55	85	60	4	57	41	44	23	46	19	7	94	85	14	26	68	61	1	11	70	93	79	72	80	65	79	3	96	95	8	15	44	23	43	23	8	30	14	41	69	57	25	27	85	2	72	26	74	79	87	22	94	68	71	43	73	65	42	97	27	61	78	88	66	73	7	40	69	20	58	50	39	87	87	33	41	82	27	19	82	95	79	70	76	11	68	7	49	15	4	28	50	36	31	95	33	87	51	74	50	1	2	80	82	6	45	82	47	89	71	22	80	29	8	64	25	70	56	34	61	80	76	32	36	52	39	2	100	69	34	34	12	71	78	69	22	46	52	6	26	23	55	1	12	3	86	87	37	33	13	19	43	31	86	97	46	21	5	91	46	66	45	36	54	95	86	63	4	18	95	52	83	68	92	90	54	55	30	89	75	24	8	15	80	89	59	34	15	35	2	84	25	82	43	16	49	58	57	93	34	50	42	21	90	100	42	80	67	93	19	87	11	47	97	12	13	5	17	28	88	2	90	4	24	74	4	85	44	18	100	19	5	43	45	57	42	55	57	3	93	60	49
0	0	0	0	0	0	0	0	0	24	38	81	4	56	88	15	14	86	12	41	69	55	59	49	92	23	100	84	83	85	38	56	57	27	15	16	65	16	97	52	4	69	52	64	80	81	59	44	34	53	68	30	2	38	53	48	79	80	60	80	6	71	79	14	33	20	51	13	33	53	48	82	5	38	100	22	38	17	72	80	84	85	47	47	46	31	88	18	22	46	89	86	9	26	14	28	65	19	83	24	6	48	64	65	59	66	87	100	46	55	17	1	3	94	98	18	29	72	67	35	56	38	58	9	27	68	17	50	18	50	37	23	4	11	98	94	62	30	72	71	28	7	100	69	18	95	45	17	87	28	78	16	2	63	92	99	65	7	42	57	55	11	93	40	39	36	3	72	95	34	52	13	51	70	79	80	46	72	19	61	68	95	25	64	67	94	15	39	27	2	39	28	96	46	46	84	10	58	81	48	65	2	34	59	77	6	40	21	13	51	92	62	19	73	20	60	67	11	10	56	73	45	2	32	74	52	45	55	58	30	2	64	96	57	75	9	52	25	13	100	62	82	49	28	13	58	87	7	14	9	9	39	18	56	58	56	31	93	29	13	96	70	68	95	20	87	26	71	100	42	89	70	81	98	10	11	98	87	50	94	40	41	89	25	71	7	22	84	5	89	83	82	49	67	61	58	58	94	52	12	31	52	87	26	67	14	62	63	30	26	33	71	18	3	6	52	4	59	72	73	51	95	99	2	24	14	31	51	1	48	72	38	68	90	57	4	7	59	74	84	84	73	72	9	43	10	35	85	17	91	51	22	18	40	51	96	43	78	36	78	89	61	7	39	54	37	82	1	49	53	21	38	14	3	51	45	72	27	49	76	30	55	58	100	49	48	90	10	47	71	47	98	39	15	57	1	94	30	26	89	46	7	7	92	10	72	67	29	39	74	95	97	30	27	35	58	32	30	22	98	12	57	15	99	18	71	29	98	59	62	84	54	80	34	30	88	28	68	78	57	50	90	34	32	86	27	1	56	47	99	35	94	98	48	22	66	6	20	7	83	67	24	66	95	53	6	43	40	22	24	25	48	73	40	89	100	66	39	20	19	87	62	62	24	1	89	55	6	75	16	64	33	44	3	27	65	41	6	85	49	58	70	72	2	46	48	81	31	34	47	96	51	87	92	7	61	88	31	94	23	90	20	60	22	11	82	7	2	66	51	30	51	86	52	83	76	43	45	41	99	41	72	53	98	83	9	41	50	40	53	18	58	30	96	86	3	88	54	54	90	66	17	10	46	55	41	75	17	51	48	10	6	97	25	7	58	16	52	9	41	73	17	69	18	39	79	58	24	35	76	88	3	88	91	18	38	100	1	42	69
0	0	0	0	0	0	0	0	0	0	54	80	11	90	80	18	50	35	29	15	34	62	62	66	86	28	85	74	97	48	3	89	81	48	45	58	77	67	20	12	10	41	73	47	53	13	47	79	94	88	42	7	100	11	17	49	45	55	17	37	47	69	78	39	5	74	16	93	92	57	74	38	13	49	27	87	16	33	13	28	27	45	47	3	89	99	80	64	30	36	2	79	87	50	86	12	100	31	77	14	67	88	83	56	16	15	92	88	11	23	80	14	57	95	53	93	18	34	92	17	89	6	33	17	98	90	75	39	26	7	96	43	41	3	23	25	76	93	21	71	82	43	98	11	96	81	59	70	62	39	33	22	90	69	12	38	55	63	87	12	3	60	65	36	70	44	50	76	23	59	36	92	74	17	24	17	72	59	93	53	10	12	70	13	13	58	5	7	23	7	84	4	71	13	13	74	7	41	7	39	87	52	63	63	39	84	49	19	21	30	59	11	9	11	45	65	74	92	63	48	38	3	7	13	14	19	91	17	68	56	11	26	14	60	86	47	68	42	35	61	19	38	62	76	45	53	44	79	97	59	19	5	30	67	20	29	5	72	36	5	76	27	66	19	66	44	7	57	6	46	76	23	39	1	29	27	98	27	35	97	66	80	16	41	62	59	71	14	86	40	23	93	12	15	16	15	22	59	16	84	44	75	97	13	99	58	69	57	13	55	84	60	81	91	82	65	60	67	68	74	38	5	76	38	11	4	81	15	89	54	28	97	46	7	94	16	84	98	80	94	69	46	10	53	90	19	61	28	96	3	50	24	62	10	79	43	17	82	56	66	65	24	68	48	46	76	67	34	19	95	40	17	67	80	96	43	62	76	34	19	67	75	26	45	40	16	52	69	16	61	22	11	41	9	63	52	85	79	31	25	90	32	92	83	27	40	43	54	51	50	91	86	89	79	80	59	97	29	56	60	37	5	55	40	21	14	69	39	78	52	15	52	94	42	65	44	100	24	59	82	62	86	43	13	25	6	7	16	70	77	86	72	43	49	46	93	28	46	74	14	99	67	15	35	36	72	45	59	31	95	47	15	79	4	91	27	19	78	85	14	45	95	71	76	24	31	85	12	88	66	38	4	56	44	7	79	70	67	74	21	99	24	40	58	3	31	85	32	48	33	56	83	72	39	85	13	76	13	26	51	20	65	18	95	46	15	19	74	78	30	64	74	100	33	27	93	28	75	36	18	36	12	37	90	97	86	54	14	12	65	90	32	32	95	77	64	36	80	38	18	82	5	57	17	59	40	69	86	100	20	12	67	58	36	11	67	18	63	9	32	71	37	57	69	76	21	88	62	79	98	49	61	24	33	35	87	36	42	69	20
