0	74	74	18	13	41	50	1	5	23	99	34	26	91	35	64	31	25	16	33	64	43	89	58	70	56	13	98	89	7	64	17	38	60	6	6	91	43	1	100	33	58	99	58	40	91	17	70	43	11	54	35	8	15	41	44	27	73	83	57	55	27	17	86	81	2	13	83	74	18	39	66	11	80	99	57	28	43	62	79	86	36	3	2	6	18	89	35	72	49	51	65	28	35	95	77	1	43	28	64
0	0	72	35	38	59	80	64	68	75	32	69	22	57	16	64	89	97	30	2	65	39	5	90	62	51	33	96	6	82	62	40	50	87	22	18	8	88	59	35	26	22	81	78	81	62	94	32	89	89	55	49	25	45	35	95	15	19	60	22	62	18	49	95	80	28	44	39	19	71	12	31	12	19	47	2	92	20	87	18	82	69	55	12	29	99	97	52	71	52	6	13	16	11	66	55	30	40	54	2
0	0	0	41	53	72	26	11	32	50	60	45	86	20	57	86	30	16	99	22	66	88	34	62	78	71	64	51	22	64	96	24	10	8	26	69	14	30	64	30	5	18	9	18	19	52	14	50	43	48	30	23	38	66	68	99	42	79	12	2	59	59	15	57	75	98	40	56	31	35	71	2	85	3	81	38	9	67	75	85	33	49	44	83	4	94	26	75	84	38	21	75	78	19	99	13	15	47	68	24
0	0	0	0	62	90	9	99	73	81	36	89	47	86	95	85	83	40	38	96	66	82	16	30	47	47	59	46	28	85	28	2	53	93	57	43	65	39	97	97	32	80	66	43	1	80	50	91	6	49	48	17	42	18	3	47	75	40	30	5	27	65	18	14	86	62	29	87	14	75	3	67	79	27	14	53	51	78	9	54	61	4	6	39	38	18	42	67	93	8	89	97	40	14	82	22	69	96	6	6
0	0	0	0	0	6	94	92	14	10	76	38	45	64	7	99	91	45	29	8	80	16	43	66	85	69	74	61	91	76	44	71	13	78	77	53	19	86	86	67	41	68	17	40	29	74	79	56	74	5	55	85	30	86	5	61	15	70	91	94	94	97	55	9	40	86	34	69	30	73	49	64	13	29	87	97	28	76	79	100	14	46	84	54	60	90	15	37	31	61	52	64	10	52	100	49	67	1	3	20
0	0	0	0	0	0	20	34	51	68	46	70	55	52	54	98	14	60	64	8	59	15	77	10	1	25	29	57	51	14	79	10	83	94	77	30	84	32	95	7	23	54	35	39	15	54	91	52	1	67	24	74	39	72	51	60	87	90	30	67	77	49	69	57	27	92	87	54	29	74	29	10	33	58	33	23	76	76	23	58	99	93	65	56	42	60	2	22	18	6	22	6	10	73	44	83	76	11	21	81
0	0	0	0	0	0	0	2	54	5	9	2	76	48	26	26	48	79	4	64	75	44	31	38	33	24	98	82	91	77	15	78	54	33	46	35	24	66	41	95	100	95	63	5	49	79	81	49	94	5	14	81	15	61	67	40	29	3	11	22	33	34	49	89	4	78	28	19	22	75	93	80	55	95	79	98	60	11	64	100	92	71	20	45	24	95	19	72	76	57	77	14	38	18	5	6	46	93	92	44
0	0	0	0	0	0	0	0	1	36	39	68	16	97	67	98	25	60	10	33	4	52	86	33	83	11	32	78	84	16	67	27	100	68	55	71	17	33	61	59	74	64	71	49	19	25	18	73	60	97	84	62	63	36	69	4	78	33	29	98	23	39	3	84	78	62	74	42	25	27	5	19	83	8	82	89	36	40	100	97	58	19	81	53	13	51	59	15	12	24	83	40	46	98	76	73	88	89	10	53
0	0	0	0	0	0	0	0	0	90	41	43	89	27	92	20	5	59	17	89	65	78	38	94	36	97	94	37	9	9	9	65	27	89	30	58	15	79	16	32	22	44	88	14	76	3	27	8	17	91	100	100	58	24	81	26	45	77	7	79	50	5	88	68	29	72	21	53	53	90	25	60	90	62	61	60	32	81	26	26	49	89	21	55	38	41	9	90	78	27	4	58	3	13	88	75	29	19	37	5
0	0	0	0	0	0	0	0	0	0	28	17	65	53	65	85	35	68	58	100	73	67	65	53	44	9	33	4	34	73	96	16	12	48	99	44	26	87	10	85	72	22	7	53	47	51	19	1	74	82	98	72	43	95	77	19	73	10	45	57	55	84	87	60	95	38	6	75	86	95	93	15	96	56	54	77	84	35	76	9	14	34	62	81	37	93	9	42	1	66	13	28	17	18	11	78	9	41	21	48
0	0	0	0	0	0	0	0	0	0	0	15	84	43	29	73	35	18	85	48	49	28	31	47	72	33	28	70	62	97	47	98	93	90	62	56	48	68	99	22	51	15	9	54	2	58	58	73	59	31	57	99	72	3	9	93	76	36	76	60	89	44	70	58	19	26	94	35	34	89	80	83	13	73	77	2	72	3	20	9	4	95	22	40	65	53	60	61	13	9	37	72	91	52	39	32	88	69	44	19
0	0	0	0	0	0	0	0	0	0	0	0	15	72	86	38	88	70	49	96	30	50	17	74	34	40	3	60	75	57	76	34	33	83	16	77	67	27	26	60	93	9	93	24	67	59	4	5	62	87	80	4	93	91	82	30	61	94	60	66	95	29	92	40	99	7	84	57	74	51	82	3	68	9	84	73	43	28	52	11	29	27	70	86	9	81	71	19	33	84	33	39	32	51	81	95	68	84	21	25
0	0	0	0	0	0	0	0	0	0	0	0	0	63	62	92	67	26	74	53	23	75	29	52	96	48	6	63	93	21	22	19	88	10	10	47	63	63	56	24	11	90	63	36	88	47	73	96	78	27	86	40	37	58	15	90	77	22	65	96	98	46	69	63	86	61	45	49	29	56	89	26	24	70	75	99	28	9	4	2	42	67	9	30	32	53	46	66	92	25	31	63	80	43	17	75	71	12	40	88
0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	98	24	82	67	60	88	56	26	66	75	65	21	39	38	14	88	75	11	18	31	23	17	99	100	92	52	3	88	56	80	86	10	1	86	82	94	32	99	11	61	10	78	42	82	41	21	84	9	33	80	72	84	54	26	1	22	35	16	87	78	65	40	57	4	94	7	60	31	50	43	22	47	48	65	69	14	10	46	17	6	18	41	37	9	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	31	66	53	42	74	16	76	72	96	73	5	26	86	21	31	5	91	25	40	63	74	75	7	62	56	36	43	100	17	9	48	46	16	23	77	38	10	54	59	17	40	41	65	65	56	56	85	24	53	26	71	90	49	91	30	93	9	10	27	60	72	97	18	85	4	42	73	20	73	28	20	34	79	67	74	11	84	17	65	20	45	79	65	68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	8	52	90	44	5	35	32	33	71	5	24	4	78	1	24	51	6	85	59	59	76	77	11	52	70	31	58	58	24	97	31	91	28	86	9	86	89	46	18	86	88	80	70	91	76	26	46	46	17	28	85	28	48	98	95	62	89	76	33	92	36	96	65	75	2	90	27	70	62	61	16	1	53	91	59	73	44	27	26	72	15	63	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	50	32	85	23	36	70	82	95	1	37	15	97	10	38	47	96	7	56	64	18	29	54	12	74	21	21	44	94	34	32	95	1	35	12	50	74	65	11	88	75	88	81	69	41	97	65	93	89	4	82	88	47	52	89	36	59	52	84	67	48	13	25	2	62	54	25	98	82	31	9	51	33	64	99	43	78	45	22	70	55	51	31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	14	34	68	80	39	85	75	77	46	16	32	21	36	57	36	42	34	19	54	40	100	55	52	57	13	52	75	86	12	58	68	55	28	31	59	47	6	67	78	64	35	83	23	85	42	69	44	32	79	87	32	86	89	17	91	67	86	97	34	39	36	34	5	94	37	16	22	89	33	51	82	17	29	7	16	78	44	77	66	100	65
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	73	78	10	40	29	73	60	60	57	3	53	6	25	58	1	31	13	15	2	17	35	52	70	6	82	27	82	55	17	8	11	83	47	23	69	46	29	94	65	33	15	82	53	43	4	74	24	30	24	56	84	64	24	45	10	82	21	8	96	52	26	79	35	99	36	49	38	15	100	64	3	80	36	75	23	81	84	80	33	32
